time;Todesfälle;Timestamp
26.02.2020;0;2020-10-09T22:02:00
27.02.2020;0;2020-10-09T22:02:00
28.02.2020;0;2020-10-09T22:02:00
29.02.2020;0;2020-10-09T22:02:00
01.03.2020;0;2020-10-09T22:02:00
02.03.2020;0;2020-10-09T22:02:00
03.03.2020;0;2020-10-09T22:02:00
04.03.2020;0;2020-10-09T22:02:00
05.03.2020;0;2020-10-09T22:02:00
06.03.2020;0;2020-10-09T22:02:00
07.03.2020;0;2020-10-09T22:02:00
08.03.2020;0;2020-10-09T22:02:00
09.03.2020;0;2020-10-09T22:02:00
10.03.2020;0;2020-10-09T22:02:00
11.03.2020;0;2020-10-09T22:02:00
12.03.2020;1;2020-10-09T22:02:00
13.03.2020;1;2020-10-09T22:02:00
14.03.2020;2;2020-10-09T22:02:00
15.03.2020;3;2020-10-09T22:02:00
16.03.2020;5;2020-10-09T22:02:00
17.03.2020;7;2020-10-09T22:02:00
18.03.2020;11;2020-10-09T22:02:00
19.03.2020;14;2020-10-09T22:02:00
20.03.2020;19;2020-10-09T22:02:00
21.03.2020;23;2020-10-09T22:02:00
22.03.2020;31;2020-10-09T22:02:00
23.03.2020;43;2020-10-09T22:02:00
24.03.2020;53;2020-10-09T22:02:00
25.03.2020;62;2020-10-09T22:02:00
26.03.2020;78;2020-10-09T22:02:00
27.03.2020;96;2020-10-09T22:02:00
28.03.2020;114;2020-10-09T22:02:00
29.03.2020;128;2020-10-09T22:02:00
30.03.2020;148;2020-10-09T22:02:00
31.03.2020;165;2020-10-09T22:02:00
01.04.2020;176;2020-10-09T22:02:00
02.04.2020;196;2020-10-09T22:02:00
03.04.2020;213;2020-10-09T22:02:00
04.04.2020;234;2020-10-09T22:02:00
05.04.2020;256;2020-10-09T22:02:00
06.04.2020;284;2020-10-09T22:02:00
07.04.2020;312;2020-10-09T22:02:00
08.04.2020;329;2020-10-09T22:02:00
09.04.2020;350;2020-10-09T22:02:00
10.04.2020;372;2020-10-09T22:02:00
11.04.2020;387;2020-10-09T22:02:00
12.04.2020;399;2020-10-09T22:02:00
13.04.2020;420;2020-10-09T22:02:00
14.04.2020;432;2020-10-09T22:02:00
15.04.2020;447;2020-10-09T22:02:00
16.04.2020;469;2020-10-09T22:02:00
17.04.2020;482;2020-10-09T22:02:00
18.04.2020;497;2020-10-09T22:02:00
19.04.2020;511;2020-10-09T22:02:00
20.04.2020;518;2020-10-09T22:02:00
21.04.2020;535;2020-10-09T22:02:00
22.04.2020;546;2020-10-09T22:02:00
23.04.2020;550;2020-10-09T22:02:00
24.04.2020;556;2020-10-09T22:02:00
25.04.2020;570;2020-10-09T22:02:00
26.04.2020;579;2020-10-09T22:02:00
27.04.2020;583;2020-10-09T22:02:00
28.04.2020;595;2020-10-09T22:02:00
29.04.2020;601;2020-10-09T22:02:00
30.04.2020;607;2020-10-09T22:02:00
01.05.2020;610;2020-10-09T22:02:00
02.05.2020;612;2020-10-09T22:02:00
03.05.2020;617;2020-10-09T22:02:00
04.05.2020;620;2020-10-09T22:02:00
05.05.2020;623;2020-10-09T22:02:00
06.05.2020;627;2020-10-09T22:02:00
07.05.2020;629;2020-10-09T22:02:00
08.05.2020;634;2020-10-09T22:02:00
09.05.2020;637;2020-10-09T22:02:00
10.05.2020;639;2020-10-09T22:02:00
11.05.2020;641;2020-10-09T22:02:00
12.05.2020;642;2020-10-09T22:02:00
13.05.2020;642;2020-10-09T22:02:00
14.05.2020;645;2020-10-09T22:02:00
15.05.2020;645;2020-10-09T22:02:00
16.05.2020;646;2020-10-09T22:02:00
17.05.2020;647;2020-10-09T22:02:00
18.05.2020;649;2020-10-09T22:02:00
19.05.2020;650;2020-10-09T22:02:00
20.05.2020;653;2020-10-09T22:02:00
21.05.2020;655;2020-10-09T22:02:00
22.05.2020;657;2020-10-09T22:02:00
23.05.2020;658;2020-10-09T22:02:00
24.05.2020;658;2020-10-09T22:02:00
25.05.2020;659;2020-10-09T22:02:00
26.05.2020;661;2020-10-09T22:02:00
27.05.2020;661;2020-10-09T22:02:00
28.05.2020;661;2020-10-09T22:02:00
29.05.2020;662;2020-10-09T22:02:00
30.05.2020;662;2020-10-09T22:02:00
31.05.2020;662;2020-10-09T22:02:00
01.06.2020;663;2020-10-09T22:02:00
02.06.2020;663;2020-10-09T22:02:00
03.06.2020;665;2020-10-09T22:02:00
04.06.2020;667;2020-10-09T22:02:00
05.06.2020;668;2020-10-09T22:02:00
06.06.2020;668;2020-10-09T22:02:00
07.06.2020;668;2020-10-09T22:02:00
08.06.2020;668;2020-10-09T22:02:00
09.06.2020;670;2020-10-09T22:02:00
10.06.2020;672;2020-10-09T22:02:00
11.06.2020;672;2020-10-09T22:02:00
12.06.2020;672;2020-10-09T22:02:00
13.06.2020;673;2020-10-09T22:02:00
14.06.2020;676;2020-10-09T22:02:00
15.06.2020;681;2020-10-09T22:02:00
16.06.2020;683;2020-10-09T22:02:00
17.06.2020;684;2020-10-09T22:02:00
18.06.2020;684;2020-10-09T22:02:00
19.06.2020;685;2020-10-09T22:02:00
20.06.2020;687;2020-10-09T22:02:00
21.06.2020;688;2020-10-09T22:02:00
22.06.2020;689;2020-10-09T22:02:00
23.06.2020;691;2020-10-09T22:02:00
24.06.2020;693;2020-10-09T22:02:00
25.06.2020;694;2020-10-09T22:02:00
26.06.2020;694;2020-10-09T22:02:00
27.06.2020;696;2020-10-09T22:02:00
28.06.2020;697;2020-10-09T22:02:00
29.06.2020;698;2020-10-09T22:02:00
30.06.2020;698;2020-10-09T22:02:00
01.07.2020;698;2020-10-09T22:02:00
02.07.2020;698;2020-10-09T22:02:00
03.07.2020;699;2020-10-09T22:02:00
04.07.2020;699;2020-10-09T22:02:00
05.07.2020;699;2020-10-09T22:02:00
06.07.2020;699;2020-10-09T22:02:00
07.07.2020;699;2020-10-09T22:02:00
08.07.2020;699;2020-10-09T22:02:00
09.07.2020;699;2020-10-09T22:02:00
10.07.2020;699;2020-10-09T22:02:00
11.07.2020;701;2020-10-09T22:02:00
12.07.2020;702;2020-10-09T22:02:00
13.07.2020;703;2020-10-09T22:02:00
14.07.2020;703;2020-10-09T22:02:00
15.07.2020;704;2020-10-09T22:02:00
16.07.2020;704;2020-10-09T22:02:00
17.07.2020;704;2020-10-09T22:02:00
18.07.2020;704;2020-10-09T22:02:00
