Bezirk;Anzahl;Anzahl_Inzidenz;GKZ;Timestamp
Amstetten;462;397,884837315052;305;2020-10-13T20:02:00
Baden;817;558,812062679972;306;2020-10-13T20:02:00
Bludenz;513;805,160561258122;801;2020-10-13T20:02:00
Braunau am Inn;422;404,183587464562;404;2020-10-13T20:02:00
Bregenz;741;551,40903239249;802;2020-10-13T20:02:00
Bruck an der Leitha;542;531,320458778551;307;2020-10-13T20:02:00
Bruck-Mürzzuschlag;240;242,463428432878;621;2020-10-13T20:02:00
Deutschlandsberg;122;200,588612485819;603;2020-10-13T20:02:00
Dornbirn;561;630,046832358127;803;2020-10-13T20:02:00
Eferding;141;425,262395946435;405;2020-10-13T20:02:00
Eisenstadt(Stadt);49;334,768053562889;101;2020-10-13T20:02:00
Eisenstadt-Umgebung;145;337,782747454982;103;2020-10-13T20:02:00
Feldkirch;684;638,303828889781;804;2020-10-13T20:02:00
Feldkirchen;45;150,315662892073;210;2020-10-13T20:02:00
Freistadt;344;516,353702286066;406;2020-10-13T20:02:00
Gänserndorf;576;555,523407210231;308;2020-10-13T20:02:00
Gmünd;158;429,663068011857;309;2020-10-13T20:02:00
Gmunden;431;424,083202959727;407;2020-10-13T20:02:00
Graz(Stadt);1441;498,950852821617;601;2020-10-13T20:02:00
Graz-Umgebung;538;348,761830675483;606;2020-10-13T20:02:00
Grieskirchen;261;403,269417963258;408;2020-10-13T20:02:00
Güssing;109;422,529751521495;104;2020-10-13T20:02:00
Hallein;464;768,542750190479;502;2020-10-13T20:02:00
Hartberg-Fürstenfeld;432;476,705435766149;622;2020-10-13T20:02:00
Hermagor;60;329,236172080773;203;2020-10-13T20:02:00
Hollabrunn;122;239,883597467458;310;2020-10-13T20:02:00
Horn;129;414,924412994532;311;2020-10-13T20:02:00
Imst;518;862,528306913547;702;2020-10-13T20:02:00
Innsbruck-Land;1334;743,929778382538;703;2020-10-13T20:02:00
Innsbruck-Stadt;1637;1239,1189160548;701;2020-10-13T20:02:00
Jennersdorf;20;117,19207781554;105;2020-10-13T20:02:00
Kirchdorf an der Krems;161;283,121724756445;409;2020-10-13T20:02:00
Kitzbühel;496;776,443700004696;704;2020-10-13T20:02:00
Klagenfurt Land;137;229,096989966555;204;2020-10-13T20:02:00
Klagenfurt Stadt;281;278,722834442604;201;2020-10-13T20:02:00
Korneuburg;543;597,432032479178;312;2020-10-13T20:02:00
Krems an der Donau(Stadt);151;607,010773436244;301;2020-10-13T20:02:00
Krems(Land);369;651,989539896813;313;2020-10-13T20:02:00
Kufstein;1065;970,988858700607;705;2020-10-13T20:02:00
Landeck;1232;2777,15161624814;706;2020-10-13T20:02:00
Leibnitz;299;362,494544396489;610;2020-10-13T20:02:00
Leoben;173;288,045288045288;611;2020-10-13T20:02:00
Lienz;189;387,668451172236;707;2020-10-13T20:02:00
Liezen (inkl. Gröbming);242;302,874807574373;612;2020-10-13T20:02:00
Lilienfeld;117;453,277545327755;314;2020-10-13T20:02:00
Linz(Stadt);1630;792,315993117059;401;2020-10-13T20:02:00
Linz-Land;1096;729,339269196729;410;2020-10-13T20:02:00
Mattersburg;167;418,284283030683;106;2020-10-13T20:02:00
Melk;405;519,48385110695;315;2020-10-13T20:02:00
Mistelbach;405;536,544652438297;316;2020-10-13T20:02:00
Mödling;740;621,859190910772;317;2020-10-13T20:02:00
Murau;41;148,233847933765;614;2020-10-13T20:02:00
Murtal;155;215,265818565635;620;2020-10-13T20:02:00
Neunkirchen;546;632,742696225562;318;2020-10-13T20:02:00
Neusiedl am See;305;512,157442235357;107;2020-10-13T20:02:00
Oberpullendorf;109;290,565937141791;108;2020-10-13T20:02:00
Oberwart;290;536,282269398624;109;2020-10-13T20:02:00
Perg;491;717,217604697702;411;2020-10-13T20:02:00
Reutte;132;404,040404040404;708;2020-10-13T20:02:00
Ried im Innkreis;362;591,464610156199;412;2020-10-13T20:02:00
Rohrbach;360;636,897601019036;413;2020-10-13T20:02:00
Rust(Stadt);3;154,639175257732;102;2020-10-13T20:02:00
Salzburg(Stadt);686;444,84504996401;501;2020-10-13T20:02:00
Salzburg-Umgebung;649;426,185801249007;503;2020-10-13T20:02:00
Sankt Johann im Pongau;721;894,840703461457;504;2020-10-13T20:02:00
Sankt Pölten(Land);686;523,488294008119;319;2020-10-13T20:02:00
Sankt Pölten(Stadt);366;664,922607368651;302;2020-10-13T20:02:00
