time;Todesfälle;Timestamp
26.02.2020;0;2020-05-26T17:00:00
27.02.2020;0;2020-05-26T17:00:00
28.02.2020;0;2020-05-26T17:00:00
29.02.2020;0;2020-05-26T17:00:00
01.03.2020;0;2020-05-26T17:00:00
02.03.2020;0;2020-05-26T17:00:00
03.03.2020;0;2020-05-26T17:00:00
04.03.2020;0;2020-05-26T17:00:00
05.03.2020;0;2020-05-26T17:00:00
06.03.2020;0;2020-05-26T17:00:00
07.03.2020;0;2020-05-26T17:00:00
08.03.2020;0;2020-05-26T17:00:00
09.03.2020;0;2020-05-26T17:00:00
10.03.2020;0;2020-05-26T17:00:00
11.03.2020;0;2020-05-26T17:00:00
12.03.2020;1;2020-05-26T17:00:00
13.03.2020;1;2020-05-26T17:00:00
14.03.2020;2;2020-05-26T17:00:00
15.03.2020;3;2020-05-26T17:00:00
16.03.2020;5;2020-05-26T17:00:00
17.03.2020;7;2020-05-26T17:00:00
18.03.2020;11;2020-05-26T17:00:00
19.03.2020;14;2020-05-26T17:00:00
20.03.2020;19;2020-05-26T17:00:00
21.03.2020;23;2020-05-26T17:00:00
22.03.2020;31;2020-05-26T17:00:00
23.03.2020;42;2020-05-26T17:00:00
24.03.2020;52;2020-05-26T17:00:00
25.03.2020;61;2020-05-26T17:00:00
26.03.2020;76;2020-05-26T17:00:00
27.03.2020;94;2020-05-26T17:00:00
28.03.2020;111;2020-05-26T17:00:00
29.03.2020;125;2020-05-26T17:00:00
30.03.2020;145;2020-05-26T17:00:00
31.03.2020;162;2020-05-26T17:00:00
01.04.2020;173;2020-05-26T17:00:00
02.04.2020;192;2020-05-26T17:00:00
03.04.2020;209;2020-05-26T17:00:00
04.04.2020;229;2020-05-26T17:00:00
05.04.2020;250;2020-05-26T17:00:00
06.04.2020;274;2020-05-26T17:00:00
07.04.2020;300;2020-05-26T17:00:00
08.04.2020;318;2020-05-26T17:00:00
09.04.2020;337;2020-05-26T17:00:00
10.04.2020;358;2020-05-26T17:00:00
11.04.2020;372;2020-05-26T17:00:00
12.04.2020;384;2020-05-26T17:00:00
13.04.2020;405;2020-05-26T17:00:00
14.04.2020;417;2020-05-26T17:00:00
15.04.2020;432;2020-05-26T17:00:00
16.04.2020;454;2020-05-26T17:00:00
17.04.2020;467;2020-05-26T17:00:00
18.04.2020;482;2020-05-26T17:00:00
19.04.2020;497;2020-05-26T17:00:00
20.04.2020;504;2020-05-26T17:00:00
21.04.2020;520;2020-05-26T17:00:00
22.04.2020;530;2020-05-26T17:00:00
23.04.2020;534;2020-05-26T17:00:00
24.04.2020;540;2020-05-26T17:00:00
25.04.2020;552;2020-05-26T17:00:00
26.04.2020;561;2020-05-26T17:00:00
27.04.2020;564;2020-05-26T17:00:00
28.04.2020;575;2020-05-26T17:00:00
29.04.2020;579;2020-05-26T17:00:00
30.04.2020;584;2020-05-26T17:00:00
01.05.2020;586;2020-05-26T17:00:00
02.05.2020;588;2020-05-26T17:00:00
03.05.2020;593;2020-05-26T17:00:00
04.05.2020;595;2020-05-26T17:00:00
05.05.2020;597;2020-05-26T17:00:00
06.05.2020;600;2020-05-26T17:00:00
07.05.2020;601;2020-05-26T17:00:00
08.05.2020;606;2020-05-26T17:00:00
09.05.2020;608;2020-05-26T17:00:00
10.05.2020;610;2020-05-26T17:00:00
11.05.2020;611;2020-05-26T17:00:00
12.05.2020;611;2020-05-26T17:00:00
13.05.2020;612;2020-05-26T17:00:00
14.05.2020;614;2020-05-26T17:00:00
15.05.2020;614;2020-05-26T17:00:00
16.05.2020;615;2020-05-26T17:00:00
17.05.2020;615;2020-05-26T17:00:00
18.05.2020;617;2020-05-26T17:00:00
19.05.2020;618;2020-05-26T17:00:00
20.05.2020;621;2020-05-26T17:00:00
21.05.2020;623;2020-05-26T17:00:00
22.05.2020;624;2020-05-26T17:00:00
23.05.2020;625;2020-05-26T17:00:00
24.05.2020;625;2020-05-26T17:00:00
25.05.2020;625;2020-05-26T17:00:00
26.05.2020;625;2020-05-26T17:00:00
