Time;Bezirk;GKZ;AnzEinwohner;AnzahlFaelle;AnzahlFaelleSum;AnzahlFaelle7Tage;SiebenTageInzidenzFaelle;AnzahlTotTaeglich;AnzahlTotSum;AnzahlGeheiltTaeglich;AnzahlGeheiltSum
26.02.2020 00:00:00;Eisenstadt(Stadt);101;14637;0;0;0;0;0;0;0;0
26.02.2020 00:00:00;Rust(Stadt);102;1940;0;0;0;0;0;0;0;0
26.02.2020 00:00:00;Eisenstadt-Umgebung;103;42927;0;0;0;0;0;0;0;0
26.02.2020 00:00:00;Güssing;104;25797;0;0;0;0;0;0;0;0
26.02.2020 00:00:00;Jennersdorf;105;17066;0;0;0;0;0;0;0;0
26.02.2020 00:00:00;Mattersburg;106;39925;0;0;0;0;0;0;0;0
26.02.2020 00:00:00;Neusiedl am See;107;59552;0;0;0;0;0;0;0;0
26.02.2020 00:00:00;Oberpullendorf;108;37513;0;0;0;0;0;0;0;0
26.02.2020 00:00:00;Oberwart;109;54076;0;0;0;0;0;0;0;0
26.02.2020 00:00:00;Klagenfurt Stadt;201;100817;0;0;0;0;0;0;0;0
26.02.2020 00:00:00;Villach Stadt;202;62243;0;0;0;0;0;0;0;0
26.02.2020 00:00:00;Hermagor;203;18224;0;0;0;0;0;0;0;0
26.02.2020 00:00:00;Klagenfurt Land;204;59800;0;0;0;0;0;0;0;0
26.02.2020 00:00:00;Sankt Veit an der Glan;205;54555;0;0;0;0;0;0;0;0
26.02.2020 00:00:00;Spittal an der Drau;206;76091;0;0;0;0;0;0;0;0
26.02.2020 00:00:00;Villach Land;207;64668;0;0;0;0;0;0;0;0
26.02.2020 00:00:00;Völkermarkt;208;41878;0;0;0;0;0;0;0;0
26.02.2020 00:00:00;Wolfsberg;209;52726;0;0;0;0;0;0;0;0
26.02.2020 00:00:00;Feldkirchen;210;29937;0;0;0;0;0;0;0;0
26.02.2020 00:00:00;Krems an der Donau(Stadt);301;24876;0;0;0;0;0;0;0;0
26.02.2020 00:00:00;Sankt Pölten(Stadt);302;55044;0;0;0;0;0;0;0;0
26.02.2020 00:00:00;Waidhofen an der Ybbs(Stadt);303;11261;0;0;0;0;0;0;0;0
26.02.2020 00:00:00;Wiener Neustadt(Stadt);304;45277;0;0;0;0;0;0;0;0
26.02.2020 00:00:00;Amstetten;305;116114;0;0;0;0;0;0;0;0
26.02.2020 00:00:00;Baden;306;146203;0;0;0;0;0;0;0;0
26.02.2020 00:00:00;Bruck an der Leitha;307;102010;0;0;0;0;0;0;0;0
26.02.2020 00:00:00;Gänserndorf;308;103686;0;0;0;0;0;0;0;0
