time;tägliche Erkrankungen;Timestamp
25.02.2020;2;2020-10-30T13:02:00
26.02.2020;0;2020-10-30T13:02:00
27.02.2020;3;2020-10-30T13:02:00
28.02.2020;4;2020-10-30T13:02:00
29.02.2020;2;2020-10-30T13:02:00
01.03.2020;1;2020-10-30T13:02:00
02.03.2020;7;2020-10-30T13:02:00
03.03.2020;7;2020-10-30T13:02:00
04.03.2020;11;2020-10-30T13:02:00
05.03.2020;16;2020-10-30T13:02:00
06.03.2020;19;2020-10-30T13:02:00
07.03.2020;18;2020-10-30T13:02:00
08.03.2020;27;2020-10-30T13:02:00
09.03.2020;33;2020-10-30T13:02:00
10.03.2020;58;2020-10-30T13:02:00
11.03.2020;110;2020-10-30T13:02:00
12.03.2020;100;2020-10-30T13:02:00
13.03.2020;208;2020-10-30T13:02:00
14.03.2020;185;2020-10-30T13:02:00
15.03.2020;199;2020-10-30T13:02:00
16.03.2020;222;2020-10-30T13:02:00
17.03.2020;359;2020-10-30T13:02:00
18.03.2020;359;2020-10-30T13:02:00
19.03.2020;386;2020-10-30T13:02:00
20.03.2020;532;2020-10-30T13:02:00
21.03.2020;471;2020-10-30T13:02:00
22.03.2020;626;2020-10-30T13:02:00
23.03.2020;751;2020-10-30T13:02:00
24.03.2020;686;2020-10-30T13:02:00
25.03.2020;730;2020-10-30T13:02:00
26.03.2020;1065;2020-10-30T13:02:00
27.03.2020;830;2020-10-30T13:02:00
28.03.2020;679;2020-10-30T13:02:00
29.03.2020;530;2020-10-30T13:02:00
30.03.2020;622;2020-10-30T13:02:00
31.03.2020;573;2020-10-30T13:02:00
01.04.2020;513;2020-10-30T13:02:00
02.04.2020;463;2020-10-30T13:02:00
03.04.2020;418;2020-10-30T13:02:00
04.04.2020;296;2020-10-30T13:02:00
05.04.2020;173;2020-10-30T13:02:00
06.04.2020;275;2020-10-30T13:02:00
07.04.2020;306;2020-10-30T13:02:00
08.04.2020;269;2020-10-30T13:02:00
09.04.2020;293;2020-10-30T13:02:00
10.04.2020;372;2020-10-30T13:02:00
11.04.2020;211;2020-10-30T13:02:00
12.04.2020;110;2020-10-30T13:02:00
13.04.2020;89;2020-10-30T13:02:00
14.04.2020;147;2020-10-30T13:02:00
15.04.2020;118;2020-10-30T13:02:00
16.04.2020;127;2020-10-30T13:02:00
17.04.2020;97;2020-10-30T13:02:00
18.04.2020;62;2020-10-30T13:02:00
19.04.2020;48;2020-10-30T13:02:00
20.04.2020;60;2020-10-30T13:02:00
21.04.2020;63;2020-10-30T13:02:00
22.04.2020;81;2020-10-30T13:02:00
23.04.2020;63;2020-10-30T13:02:00
24.04.2020;83;2020-10-30T13:02:00
25.04.2020;58;2020-10-30T13:02:00
26.04.2020;35;2020-10-30T13:02:00
27.04.2020;64;2020-10-30T13:02:00
28.04.2020;52;2020-10-30T13:02:00
29.04.2020;55;2020-10-30T13:02:00
30.04.2020;65;2020-10-30T13:02:00
01.05.2020;30;2020-10-30T13:02:00
02.05.2020;32;2020-10-30T13:02:00
03.05.2020;16;2020-10-30T13:02:00
04.05.2020;26;2020-10-30T13:02:00
05.05.2020;45;2020-10-30T13:02:00
06.05.2020;53;2020-10-30T13:02:00
07.05.2020;33;2020-10-30T13:02:00
08.05.2020;47;2020-10-30T13:02:00
09.05.2020;38;2020-10-30T13:02:00
10.05.2020;11;2020-10-30T13:02:00
11.05.2020;73;2020-10-30T13:02:00
12.05.2020;38;2020-10-30T13:02:00
13.05.2020;61;2020-10-30T13:02:00
14.05.2020;43;2020-10-30T13:02:00
15.05.2020;81;2020-10-30T13:02:00
16.05.2020;17;2020-10-30T13:02:00
17.05.2020;26;2020-10-30T13:02:00
18.05.2020;46;2020-10-30T13:02:00
19.05.2020;52;2020-10-30T13:02:00
20.05.2020;45;2020-10-30T13:02:00
21.05.2020;27;2020-10-30T13:02:00
22.05.2020;31;2020-10-30T13:02:00
23.05.2020;27;2020-10-30T13:02:00
24.05.2020;32;2020-10-30T13:02:00
25.05.2020;26;2020-10-30T13:02:00
26.05.2020;26;2020-10-30T13:02:00
27.05.2020;33;2020-10-30T13:02:00
28.05.2020;28;2020-10-30T13:02:00
29.05.2020;28;2020-10-30T13:02:00
30.05.2020;46;2020-10-30T13:02:00
31.05.2020;5;2020-10-30T13:02:00
01.06.2020;19;2020-10-30T13:02:00
02.06.2020;16;2020-10-30T13:02:00
03.06.2020;36;2020-10-30T13:02:00
04.06.2020;34;2020-10-30T13:02:00
05.06.2020;60;2020-10-30T13:02:00
06.06.2020;19;2020-10-30T13:02:00
07.06.2020;43;2020-10-30T13:02:00
08.06.2020;28;2020-10-30T13:02:00
09.06.2020;16;2020-10-30T13:02:00
10.06.2020;36;2020-10-30T13:02:00
11.06.2020;21;2020-10-30T13:02:00
12.06.2020;32;2020-10-30T13:02:00
13.06.2020;18;2020-10-30T13:02:00
14.06.2020;23;2020-10-30T13:02:00
15.06.2020;57;2020-10-30T13:02:00
16.06.2020;10;2020-10-30T13:02:00
17.06.2020;24;2020-10-30T13:02:00
18.06.2020;47;2020-10-30T13:02:00
19.06.2020;54;2020-10-30T13:02:00
20.06.2020;19;2020-10-30T13:02:00
21.06.2020;35;2020-10-30T13:02:00
22.06.2020;30;2020-10-30T13:02:00
23.06.2020;43;2020-10-30T13:02:00
24.06.2020;30;2020-10-30T13:02:00
25.06.2020;50;2020-10-30T13:02:00
26.06.2020;66;2020-10-30T13:02:00
27.06.2020;61;2020-10-30T13:02:00
28.06.2020;65;2020-10-30T13:02:00
29.06.2020;45;2020-10-30T13:02:00
30.06.2020;110;2020-10-30T13:02:00
01.07.2020;86;2020-10-30T13:02:00
02.07.2020;99;2020-10-30T13:02:00
03.07.2020;125;2020-10-30T13:02:00
04.07.2020;118;2020-10-30T13:02:00
05.07.2020;76;2020-10-30T13:02:00
06.07.2020;69;2020-10-30T13:02:00
07.07.2020;97;2020-10-30T13:02:00
08.07.2020;102;2020-10-30T13:02:00
09.07.2020;93;2020-10-30T13:02:00
10.07.2020;91;2020-10-30T13:02:00
11.07.2020;109;2020-10-30T13:02:00
12.07.2020;57;2020-10-30T13:02:00
13.07.2020;97;2020-10-30T13:02:00
14.07.2020;125;2020-10-30T13:02:00
15.07.2020;121;2020-10-30T13:02:00
16.07.2020;169;2020-10-30T13:02:00
17.07.2020;133;2020-10-30T13:02:00
18.07.2020;78;2020-10-30T13:02:00
19.07.2020;86;2020-10-30T13:02:00
20.07.2020;92;2020-10-30T13:02:00
21.07.2020;136;2020-10-30T13:02:00
22.07.2020;163;2020-10-30T13:02:00
23.07.2020;124;2020-10-30T13:02:00
24.07.2020;148;2020-10-30T13:02:00
25.07.2020;121;2020-10-30T13:02:00
26.07.2020;96;2020-10-30T13:02:00
27.07.2020;113;2020-10-30T13:02:00
28.07.2020;154;2020-10-30T13:02:00
29.07.2020;100;2020-10-30T13:02:00
30.07.2020;193;2020-10-30T13:02:00
31.07.2020;125;2020-10-30T13:02:00
01.08.2020;61;2020-10-30T13:02:00
02.08.2020;80;2020-10-30T13:02:00
03.08.2020;88;2020-10-30T13:02:00
04.08.2020;99;2020-10-30T13:02:00
05.08.2020;159;2020-10-30T13:02:00
06.08.2020;128;2020-10-30T13:02:00
07.08.2020;99;2020-10-30T13:02:00
08.08.2020;104;2020-10-30T13:02:00
09.08.2020;79;2020-10-30T13:02:00
10.08.2020;161;2020-10-30T13:02:00
11.08.2020;189;2020-10-30T13:02:00
12.08.2020;197;2020-10-30T13:02:00
13.08.2020;246;2020-10-30T13:02:00
14.08.2020;337;2020-10-30T13:02:00
15.08.2020;175;2020-10-30T13:02:00
16.08.2020;158;2020-10-30T13:02:00
17.08.2020;271;2020-10-30T13:02:00
18.08.2020;269;2020-10-30T13:02:00
19.08.2020;385;2020-10-30T13:02:00
20.08.2020;347;2020-10-30T13:02:00
21.08.2020;311;2020-10-30T13:02:00
22.08.2020;256;2020-10-30T13:02:00
23.08.2020;205;2020-10-30T13:02:00
24.08.2020;217;2020-10-30T13:02:00
25.08.2020;354;2020-10-30T13:02:00
26.08.2020;337;2020-10-30T13:02:00
27.08.2020;254;2020-10-30T13:02:00
28.08.2020;379;2020-10-30T13:02:00
29.08.2020;206;2020-10-30T13:02:00
30.08.2020;282;2020-10-30T13:02:00
31.08.2020;217;2020-10-30T13:02:00
01.09.2020;306;2020-10-30T13:02:00
02.09.2020;441;2020-10-30T13:02:00
03.09.2020;378;2020-10-30T13:02:00
04.09.2020;393;2020-10-30T13:02:00
05.09.2020;212;2020-10-30T13:02:00
06.09.2020;297;2020-10-30T13:02:00
07.09.2020;509;2020-10-30T13:02:00
08.09.2020;584;2020-10-30T13:02:00
09.09.2020;714;2020-10-30T13:02:00
10.09.2020;629;2020-10-30T13:02:00
11.09.2020;908;2020-10-30T13:02:00
12.09.2020;447;2020-10-30T13:02:00
13.09.2020;458;2020-10-30T13:02:00
14.09.2020;837;2020-10-30T13:02:00
15.09.2020;785;2020-10-30T13:02:00
16.09.2020;822;2020-10-30T13:02:00
17.09.2020;855;2020-10-30T13:02:00
18.09.2020;895;2020-10-30T13:02:00
19.09.2020;667;2020-10-30T13:02:00
20.09.2020;482;2020-10-30T13:02:00
21.09.2020;661;2020-10-30T13:02:00
22.09.2020;720;2020-10-30T13:02:00
23.09.2020;840;2020-10-30T13:02:00
24.09.2020;690;2020-10-30T13:02:00
25.09.2020;753;2020-10-30T13:02:00
26.09.2020;648;2020-10-30T13:02:00
27.09.2020;596;2020-10-30T13:02:00
28.09.2020;690;2020-10-30T13:02:00
29.09.2020;762;2020-10-30T13:02:00
30.09.2020;905;2020-10-30T13:02:00
01.10.2020;860;2020-10-30T13:02:00
02.10.2020;999;2020-10-30T13:02:00
03.10.2020;738;2020-10-30T13:02:00
04.10.2020;763;2020-10-30T13:02:00
05.10.2020;937;2020-10-30T13:02:00
06.10.2020;1097;2020-10-30T13:02:00
07.10.2020;1332;2020-10-30T13:02:00
08.10.2020;1169;2020-10-30T13:02:00
09.10.2020;1187;2020-10-30T13:02:00
10.10.2020;988;2020-10-30T13:02:00
11.10.2020;950;2020-10-30T13:02:00
12.10.2020;1143;2020-10-30T13:02:00
13.10.2020;1398;2020-10-30T13:02:00
14.10.2020;1462;2020-10-30T13:02:00
15.10.2020;1472;2020-10-30T13:02:00
16.10.2020;1729;2020-10-30T13:02:00
17.10.2020;1432;2020-10-30T13:02:00
18.10.2020;1255;2020-10-30T13:02:00
19.10.2020;1738;2020-10-30T13:02:00
20.10.2020;1946;2020-10-30T13:02:00
21.10.2020;2620;2020-10-30T13:02:00
22.10.2020;3100;2020-10-30T13:02:00
23.10.2020;3163;2020-10-30T13:02:00
24.10.2020;3002;2020-10-30T13:02:00
25.10.2020;2416;2020-10-30T13:02:00
26.10.2020;2554;2020-10-30T13:02:00
27.10.2020;3807;2020-10-30T13:02:00
28.10.2020;3838;2020-10-30T13:02:00
29.10.2020;4271;2020-10-30T13:02:00
