time;Todesfälle;Timestamp
26.02.2020;0;2020-04-22T10:00:00
27.02.2020;0;2020-04-22T10:00:00
28.02.2020;0;2020-04-22T10:00:00
29.02.2020;0;2020-04-22T10:00:00
01.03.2020;0;2020-04-22T10:00:00
02.03.2020;0;2020-04-22T10:00:00
03.03.2020;0;2020-04-22T10:00:00
04.03.2020;0;2020-04-22T10:00:00
05.03.2020;0;2020-04-22T10:00:00
06.03.2020;0;2020-04-22T10:00:00
07.03.2020;0;2020-04-22T10:00:00
08.03.2020;0;2020-04-22T10:00:00
09.03.2020;0;2020-04-22T10:00:00
10.03.2020;0;2020-04-22T10:00:00
11.03.2020;0;2020-04-22T10:00:00
12.03.2020;1;2020-04-22T10:00:00
13.03.2020;1;2020-04-22T10:00:00
14.03.2020;1;2020-04-22T10:00:00
15.03.2020;3;2020-04-22T10:00:00
16.03.2020;5;2020-04-22T10:00:00
17.03.2020;6;2020-04-22T10:00:00
18.03.2020;10;2020-04-22T10:00:00
19.03.2020;13;2020-04-22T10:00:00
20.03.2020;18;2020-04-22T10:00:00
21.03.2020;21;2020-04-22T10:00:00
22.03.2020;27;2020-04-22T10:00:00
23.03.2020;37;2020-04-22T10:00:00
24.03.2020;47;2020-04-22T10:00:00
25.03.2020;56;2020-04-22T10:00:00
26.03.2020;68;2020-04-22T10:00:00
27.03.2020;83;2020-04-22T10:00:00
28.03.2020;98;2020-04-22T10:00:00
29.03.2020;110;2020-04-22T10:00:00
30.03.2020;128;2020-04-22T10:00:00
31.03.2020;144;2020-04-22T10:00:00
01.04.2020;155;2020-04-22T10:00:00
02.04.2020;171;2020-04-22T10:00:00
03.04.2020;186;2020-04-22T10:00:00
04.04.2020;204;2020-04-22T10:00:00
05.04.2020;225;2020-04-22T10:00:00
06.04.2020;247;2020-04-22T10:00:00
07.04.2020;274;2020-04-22T10:00:00
08.04.2020;290;2020-04-22T10:00:00
09.04.2020;306;2020-04-22T10:00:00
10.04.2020;321;2020-04-22T10:00:00
11.04.2020;334;2020-04-22T10:00:00
12.04.2020;344;2020-04-22T10:00:00
13.04.2020;365;2020-04-22T10:00:00
14.04.2020;377;2020-04-22T10:00:00
15.04.2020;390;2020-04-22T10:00:00
16.04.2020;407;2020-04-22T10:00:00
17.04.2020;417;2020-04-22T10:00:00
18.04.2020;431;2020-04-22T10:00:00
19.04.2020;445;2020-04-22T10:00:00
20.04.2020;452;2020-04-22T10:00:00
21.04.2020;462;2020-04-22T10:00:00
22.04.2020;463;2020-04-22T10:00:00
